epoch,global_step,lr-AdamW,lr_abs,step,train/loss_epoch,train/loss_simple_epoch,train/loss_simple_step,train/loss_step,train/loss_vlb_epoch,train/loss_vlb_step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
271,,,,6255,0.3543365001678467,0.3543365001678467,,,0.0038265069015324116,,,,,,,
272,,,,6278,,,,,,,0.3280293345451355,0.3459130823612213,0.3280293345451355,0.3459130823612213,0.002486106473952532,0.0015485327458009124
272,,,,6278,0.3758612871170044,0.3758612871170044,,,0.0028609822038561106,,,,,,,
,,1.2e-05,,6299,,,,,,,,,,,,
273,6299.0,,1.2000000424450263e-05,6299,,,0.4075465798377991,0.4075465798377991,,0.002810365054756403,,,,,,
273,,,,6301,,,,,,,0.28091391921043396,0.22849710285663605,0.28091391921043396,0.22849710285663605,0.0011012802133336663,0.001097185187973082
273,,,,6301,0.375048965215683,0.375048965215683,,,0.010805905796587467,,,,,,,
274,,,,6324,,,,,,,0.28789782524108887,0.22168073058128357,0.28789782524108887,0.22168073058128357,0.0028655349742621183,0.0009232903830707073
274,,,,6324,0.378013014793396,0.378013014793396,,,0.0035603330470621586,,,,,,,
275,,,,6347,,,,,,,0.2353077381849289,0.21228083968162537,0.2353077381849289,0.21228083968162537,0.0009804998990148306,0.0009373420616611838
275,,,,6347,0.3649040758609772,0.3649040758609772,,,0.003471388015896082,,,,,,,
,,1.2e-05,,6349,,,,,,,,,,,,
276,6349.0,,1.2000000424450263e-05,6349,,,0.2817822992801666,0.2817822992801666,,0.001126688439399004,,,,,,
276,,,,6370,,,,,,,0.5627762079238892,0.4108636975288391,0.5627762079238892,0.4108636975288391,0.011852657422423363,0.003498611506074667
276,,,,6370,0.354661762714386,0.354661762714386,,,0.005084362346678972,,,,,,,
277,,,,6393,,,,,,,0.4331578314304352,0.34778785705566406,0.4331578314304352,0.34778785705566406,0.008139546029269695,0.0017797683831304312
277,,,,6393,0.317534863948822,0.317534863948822,,,0.004483697935938835,,,,,,,
,,1.2e-05,,6399,,,,,,,,,,,,
278,6399.0,,1.2000000424450263e-05,6399,,,0.19401714205741882,0.19401714205741882,,0.0008042656700126827,,,,,,
278,,,,6416,,,,,,,0.47363710403442383,0.24651280045509338,0.47363710403442383,0.24651280045509338,0.005178249906748533,0.001019202172756195
278,,,,6416,0.35696330666542053,0.35696330666542053,,,0.0032459821086376905,,,,,,,
279,,,,6439,,,,,,,0.28053003549575806,0.3528735339641571,0.28053003549575806,0.3528735339641571,0.0012182084610685706,0.007283899933099747
279,,,,6439,0.3569023907184601,0.3569023907184601,,,0.0024093068204820156,,,,,,,
,,1.2e-05,,6449,,,,,,,,,,,,
280,6449.0,,1.2000000424450263e-05,6449,,,0.4639686048030853,0.4639686048030853,,0.016336074098944664,,,,,,
280,,,,6462,,,,,,,0.22209258377552032,0.21833696961402893,0.22209258377552032,0.21833696961402893,0.005405367352068424,0.001092886202968657
280,,,,6462,0.3375222980976105,0.3375222980976105,,,0.002794076921418309,,,,,,,
281,,,,6485,,,,,,,0.45455020666122437,0.2563319504261017,0.45455020666122437,0.2563319504261017,0.004968856927007437,0.0010500856442376971
281,,,,6485,0.29920029640197754,0.29920029640197754,,,0.002198371570557356,,,,,,,
,,1.2e-05,,6499,,,,,,,,,,,,
282,6499.0,,1.2000000424450263e-05,6499,,,0.6758790016174316,0.6758790016174316,,0.20466788113117218,,,,,,
282,,,,6508,,,,,,,0.34585872292518616,0.3951471447944641,0.34585872292518616,0.3951471447944641,0.001437645056284964,0.003100127447396517
282,,,,6508,0.33234331011772156,0.33234331011772156,,,0.010608542710542679,,,,,,,
283,,,,6531,,,,,,,0.2272043228149414,0.3078913688659668,0.2272043228149414,0.3078913688659668,0.001087809563614428,0.0012299756053835154
283,,,,6531,0.3386839032173157,0.3386839032173157,,,0.0019041856285184622,,,,,,,
,,1.2e-05,,6549,,,,,,,,,,,,
284,6549.0,,1.2000000424450263e-05,6549,,,0.12491275370121002,0.12491275370121002,,0.0005909767933189869,,,,,,
284,,,,6554,,,,,,,0.3924790918827057,0.2468777894973755,0.3924790918827057,0.2468777894973755,0.0062909782864153385,0.0010181762045249343
284,,,,6554,0.368208110332489,0.368208110332489,,,0.00672348216176033,,,,,,,
285,,,,6577,,,,,,,0.2825850546360016,0.4196397662162781,0.2825850546360016,0.4196397662162781,0.001953494967892766,0.0032407313119620085
285,,,,6577,0.26469388604164124,0.26469388604164124,,,0.002058254089206457,,,,,,,
,,1.2e-05,,6599,,,,,,,,,,,,
286,6599.0,,1.2000000424450263e-05,6599,,,0.39737170934677124,0.39737170934677124,,0.0014832684537395835,,,,,,
286,,,,6600,,,,,,,0.37265047430992126,0.5645036101341248,0.37265047430992126,0.5645036101341248,0.009887450374662876,0.0030629232060164213
286,,,,6600,0.33394262194633484,0.33394262194633484,,,0.002336428966373205,,,,,,,
287,,,,6623,,,,,,,0.2524568438529968,0.23728366196155548,0.2524568438529968,0.23728366196155548,0.0010296499822288752,0.0009622779907658696
287,,,,6623,0.4167969524860382,0.4167969524860382,,,0.003181008156388998,,,,,,,
288,,,,6646,,,,,,,0.24055485427379608,0.36235514283180237,0.24055485427379608,0.36235514283180237,0.0010171657195314765,0.0015093539841473103
288,,,,6646,0.2957887351512909,0.2957887351512909,,,0.0072893062606453896,,,,,,,
,,1.2e-05,,6649,,,,,,,,,,,,
289,6649.0,,1.2000000424450263e-05,6649,,,0.3997206687927246,0.3997206687927246,,0.007340343203395605,,,,,,
289,,,,6669,,,,,,,0.2547205984592438,0.11426164209842682,0.2547205984592438,0.11426164209842682,0.0013216363731771708,0.0005929961916990578
289,,,,6669,0.3006499111652374,0.3006499111652374,,,0.002415998373180628,,,,,,,
290,,,,6692,,,,,,,0.45506420731544495,0.5967613458633423,0.45506420731544495,0.5967613458633423,0.005957548972219229,0.0036777358036488295
290,,,,6692,0.2725984752178192,0.2725984752178192,,,0.0025690996553748846,,,,,,,
,,1.2e-05,,6699,,,,,,,,,,,,
291,6699.0,,1.2000000424450263e-05,6699,,,0.7344593405723572,0.7344593405723572,,0.007009735330939293,,,,,,
291,,,,6715,,,,,,,0.518856942653656,0.3548174798488617,0.518856942653656,0.3548174798488617,0.018924297764897346,0.002763842698186636
291,,,,6715,0.3174326717853546,0.3174326717853546,,,0.0016775318654254079,,,,,,,
292,,,,6738,,,,,,,0.30588313937187195,0.3647874891757965,0.30588313937187195,0.3647874891757965,0.001207980909384787,0.0017688587540760636
292,,,,6738,0.374738484621048,0.374738484621048,,,0.004704867489635944,,,,,,,
,,1.2e-05,,6749,,,,,,,,,,,,
293,6749.0,,1.2000000424450263e-05,6749,,,0.431172639131546,0.431172639131546,,0.0022174250334501266,,,,,,
293,,,,6761,,,,,,,0.18320924043655396,0.3471078872680664,0.18320924043655396,0.3471078872680664,0.0008291172562167048,0.0033848118036985397
293,,,,6761,0.33443066477775574,0.33443066477775574,,,0.0021181029733270407,,,,,,,
294,,,,6784,,,,,,,0.2697916030883789,0.19647468626499176,0.2697916030883789,0.19647468626499176,0.0011196754639968276,0.0008631548844277859
294,,,,6784,0.27735432982444763,0.27735432982444763,,,0.0015601664781570435,,,,,,,
,,1.2e-05,,6799,,,,,,,,,,,,
295,6799.0,,1.2000000424450263e-05,6799,,,0.5883051753044128,0.5883051753044128,,0.008039062842726707,,,,,,
295,,,,6807,,,,,,,0.20536532998085022,0.37887340784072876,0.20536532998085022,0.37887340784072876,0.000877625891007483,0.00220472551882267
295,,,,6807,0.3543056547641754,0.3543056547641754,,,0.002365711610764265,,,,,,,
296,,,,6830,,,,,,,0.33607977628707886,0.22847959399223328,0.33607977628707886,0.22847959399223328,0.001428157789632678,0.0018948663491755724
296,,,,6830,0.3962574005126953,0.3962574005126953,,,0.0032970544416457415,,,,,,,
,,1.2e-05,,6849,,,,,,,,,,,,
297,6849.0,,1.2000000424450263e-05,6849,,,0.46259307861328125,0.46259307861328125,,0.008059876039624214,,,,,,
297,,,,6853,,,,,,,0.28331059217453003,0.2824515700340271,0.28331059217453003,0.2824515700340271,0.001195391290821135,0.0012205445673316717
297,,,,6853,0.32865557074546814,0.32865557074546814,,,0.002461782656610012,,,,,,,
298,,,,6876,,,,,,,0.2827668786048889,0.31169548630714417,0.2827668786048889,0.31169548630714417,0.0011216946877539158,0.0018638644833117723
298,,,,6876,0.32113346457481384,0.32113346457481384,,,0.0016990090953186154,,,,,,,
,,1.2e-05,,6899,,,,,,,,,,,,
299,6899.0,,1.2000000424450263e-05,6899,,,0.26809754967689514,0.26809754967689514,,0.0010818839073181152,,,,,,
299,,,,6899,,,,,,,0.4083009660243988,0.19699732959270477,0.4083009660243988,0.19699732959270477,0.0018172279233112931,0.000959712197072804
299,,,,6899,0.2995774745941162,0.2995774745941162,,,0.0020131587516516447,,,,,,,
300,,,,6922,,,,,,,0.2864867150783539,0.33458366990089417,0.2864867150783539,0.33458366990089417,0.001568920211866498,0.0013230947079136968
300,,,,6922,0.3496951162815094,0.3496951162815094,,,0.003643730888143182,,,,,,,
301,,,,6945,,,,,,,0.4849308133125305,0.27376261353492737,0.4849308133125305,0.27376261353492737,0.002425284357741475,0.0010922045912593603
301,,,,6945,0.2955600619316101,0.2955600619316101,,,0.0014266080688685179,,,,,,,
,,1.2e-05,,6949,,,,,,,,,,,,
302,6949.0,,1.2000000424450263e-05,6949,,,0.42994338274002075,0.42994338274002075,,0.00251444592140615,,,,,,
302,,,,6968,,,,,,,0.26222872734069824,0.356052428483963,0.26222872734069824,0.356052428483963,0.002731290413066745,0.0016998987412080169
302,,,,6968,0.36612069606781006,0.36612069606781006,,,0.0026730510871857405,,,,,,,
303,,,,6991,,,,,,,0.2822738289833069,0.3117436170578003,0.2822738289833069,0.3117436170578003,0.001164147979579866,0.0013861862244084477
303,,,,6991,0.30593135952949524,0.30593135952949524,,,0.0059007685631513596,,,,,,,
,,1.2e-05,,6999,,,,,,,,,,,,
304,6999.0,,1.2000000424450263e-05,6999,,,0.22744423151016235,0.22744423151016235,,0.0009372967178933322,,,,,,
304,,,,7014,,,,,,,0.32759159803390503,0.13786378502845764,0.32759159803390503,0.13786378502845764,0.08186826854944229,0.0006343591958284378
304,,,,7014,0.3046776056289673,0.3046776056289673,,,0.012621085159480572,,,,,,,
305,,,,7037,,,,,,,0.3507317900657654,0.36982113122940063,0.3507317900657654,0.36982113122940063,0.005770934745669365,0.0028441876638680696
305,,,,7037,0.32461628317832947,0.32461628317832947,,,0.0030816509388387203,,,,,,,
,,1.2e-05,,7049,,,,,,,,,,,,
306,7049.0,,1.2000000424450263e-05,7049,,,0.50063157081604,0.50063157081604,,0.007686387747526169,,,,,,
306,,,,7060,,,,,,,0.33730262517929077,0.2963891625404358,0.33730262517929077,0.2963891625404358,0.001340589253231883,0.0011879404773935676
306,,,,7060,0.4130510687828064,0.4130510687828064,,,0.012217453680932522,,,,,,,
307,,,,7083,,,,,,,0.27909547090530396,0.2923641800880432,0.27909547090530396,0.2923641800880432,0.0011243943590670824,0.001197512843646109
307,,,,7083,0.325308620929718,0.325308620929718,,,0.005147120915353298,,,,,,,
,,1.2e-05,,7099,,,,,,,,,,,,
308,7099.0,,1.2000000424450263e-05,7099,,,0.08571281284093857,0.08571281284093857,,0.00046867289347574115,,,,,,
308,,,,7106,,,,,,,0.436396062374115,0.30030885338783264,0.436396062374115,0.30030885338783264,0.0020520773250609636,0.0817435085773468
308,,,,7106,0.3905066251754761,0.3905066251754761,,,0.006210594903677702,,,,,,,
309,,,,7129,,,,,,,0.3065029978752136,0.33290594816207886,0.3065029978752136,0.33290594816207886,0.0023565287701785564,0.0013137970818206668
309,,,,7129,0.33991575241088867,0.33991575241088867,,,0.0064423298463225365,,,,,,,
,,1.2e-05,,7149,,,,,,,,,,,,
310,7149.0,,1.2000000424450263e-05,7149,,,0.5211664438247681,0.5211664438247681,,0.0020378893241286278,,,,,,
310,,,,7152,,,,,,,0.21712417900562286,0.42626506090164185,0.21712417900562286,0.42626506090164185,0.0008955128723755479,0.002187569160014391
310,,,,7152,0.3952552378177643,0.3952552378177643,,,0.011687160469591618,,,,,,,
311,,,,7175,,,,,,,0.3933097720146179,0.37311428785324097,0.3933097720146179,0.37311428785324097,0.001817580545321107,0.0037697688676416874
311,,,,7175,0.3096461296081543,0.3096461296081543,,,0.0015098147559911013,,,,,,,
312,,,,7198,,,,,,,0.36721059679985046,0.5307055115699768,0.36721059679985046,0.5307055115699768,0.0026002877857536077,0.007470349781215191
312,,,,7198,0.3481709063053131,0.3481709063053131,,,0.0053542242385447025,,,,,,,
,,1.2e-05,,7199,,,,,,,,,,,,
313,7199.0,,1.2000000424450263e-05,7199,,,0.10000494867563248,0.10000494867563248,,0.0005399716319516301,,,,,,
313,,,,7221,,,,,,,0.5613301992416382,0.35141047835350037,0.5613301992416382,0.35141047835350037,0.00718603003770113,0.002554974053055048
313,,,,7221,0.29380324482917786,0.29380324482917786,,,0.004509821999818087,,,,,,,
314,,,,7244,,,,,,,0.4012509286403656,0.3178132176399231,0.4012509286403656,0.3178132176399231,0.006594364996999502,0.001267960062250495
314,,,,7244,0.41918742656707764,0.41918742656707764,,,0.0031512356363236904,,,,,,,
,,1.2e-05,,7249,,,,,,,,,,,,
315,7249.0,,1.2000000424450263e-05,7249,,,0.2417338639497757,0.2417338639497757,,0.0009812243515625596,,,,,,
315,,,,7267,,,,,,,0.358060359954834,0.2099815309047699,0.358060359954834,0.2099815309047699,0.0019025523215532303,0.0008746913517825305
315,,,,7267,0.32644927501678467,0.32644927501678467,,,0.007065040525048971,,,,,,,
316,,,,7290,,,,,,,0.309883177280426,0.18025758862495422,0.309883177280426,0.18025758862495422,0.001597801223397255,0.0008002317626960576
316,,,,7290,0.34628182649612427,0.34628182649612427,,,0.004502295982092619,,,,,,,
,,1.2e-05,,7299,,,,,,,,,,,,
317,7299.0,,1.2000000424450263e-05,7299,,,0.1102973148226738,0.1102973148226738,,0.000554063415620476,,,,,,
317,,,,7313,,,,,,,0.3467647433280945,0.31911781430244446,0.3467647433280945,0.31911781430244446,0.0014196906704455614,0.0017607047921046615
317,,,,7313,0.3664046823978424,0.3664046823978424,,,0.0032187211327254772,,,,,,,
318,,,,7336,,,,,,,0.3007757365703583,0.21332302689552307,0.3007757365703583,0.21332302689552307,0.0012313685147091746,0.0008952792850323021
318,,,,7336,0.3819153308868408,0.3819153308868408,,,0.002668993081897497,,,,,,,
,,1.2e-05,,7349,,,,,,,,,,,,
319,7349.0,,1.2000000424450263e-05,7349,,,0.0535954087972641,0.0535954087972641,,0.0003486888890620321,,,,,,
319,,,,7359,,,,,,,0.46492061018943787,0.3604665696620941,0.46492061018943787,0.3604665696620941,0.009695896878838539,0.004481676034629345
319,,,,7359,0.2864202558994293,0.2864202558994293,,,0.006026859860867262,,,,,,,
320,,,,7382,,,,,,,0.5225039720535278,0.33777669072151184,0.5225039720535278,0.33777669072151184,0.0038462928496301174,0.0014545939629897475
320,,,,7382,0.3097435534000397,0.3097435534000397,,,0.0017335641896352172,,,,,,,
,,1.2e-05,,7399,,,,,,,,,,,,
321,7399.0,,1.2000000424450263e-05,7399,,,0.36164790391921997,0.36164790391921997,,0.00146769592538476,,,,,,
321,,,,7405,,,,,,,0.16118106245994568,0.32814401388168335,0.16118106245994568,0.32814401388168335,0.0007287149783223867,0.012357944622635841
321,,,,7405,0.3312378525733948,0.3312378525733948,,,0.00494792778044939,,,,,,,
322,,,,7428,,,,,,,0.17725017666816711,0.44930633902549744,0.17725017666816711,0.44930633902549744,0.0007940131472423673,0.0042292093858122826
322,,,,7428,0.355537474155426,0.355537474155426,,,0.0024738393258303404,,,,,,,
,,1.2e-05,,7449,,,,,,,,,,,,
323,7449.0,,1.2000000424450263e-05,7449,,,0.5089902281761169,0.5089902281761169,,0.0027115531265735626,,,,,,
323,,,,7451,,,,,,,0.17952339351177216,0.4093876779079437,0.17952339351177216,0.4093876779079437,0.0008013998158276081,0.02159300073981285
323,,,,7451,0.362722784280777,0.362722784280777,,,0.011474613100290298,,,,,,,
324,,,,7474,,,,,,,0.4029196798801422,0.47052526473999023,0.4029196798801422,0.47052526473999023,0.002173301065340638,0.00192172359675169
324,,,,7474,0.34204691648483276,0.34204691648483276,,,0.0022110696882009506,,,,,,,
325,,,,7497,,,,,,,0.4194850027561188,0.21883781254291534,0.4194850027561188,0.21883781254291534,0.0808037668466568,0.0009670484578236938
325,,,,7497,0.3654016852378845,0.3654016852378845,,,0.013584211468696594,,,,,,,
,,1.2e-05,,7499,,,,,,,,,,,,
326,7499.0,,1.2000000424450263e-05,7499,,,0.6977397203445435,0.6977397203445435,,0.0044174822978675365,,,,,,
326,,,,7520,,,,,,,0.3725427985191345,0.23733501136302948,0.3725427985191345,0.23733501136302948,0.00415602745488286,0.009379709139466286
326,,,,7520,0.38478532433509827,0.38478532433509827,,,0.002094580326229334,,,,,,,
327,,,,7543,,,,,,,0.19360914826393127,0.4437255263328552,0.19360914826393127,0.4437255263328552,0.0008218724397011101,0.0036797611974179745
327,,,,7543,0.3460816740989685,0.3460816740989685,,,0.003465206129476428,,,,,,,
,,1.2e-05,,7549,,,,,,,,,,,,
328,7549.0,,1.2000000424450263e-05,7549,,,0.37808844447135925,0.37808844447135925,,0.0014723808271810412,,,,,,
328,,,,7566,,,,,,,0.36109670996665955,0.233861044049263,0.36109670996665955,0.233861044049263,0.002215419663116336,0.0011232602410018444
328,,,,7566,0.3256995975971222,0.3256995975971222,,,0.002031802199780941,,,,,,,
329,,,,7589,,,,,,,0.5030337572097778,0.38143616914749146,0.5030337572097778,0.38143616914749146,0.00855654664337635,0.0015213948208838701
329,,,,7589,0.35429245233535767,0.35429245233535767,,,0.0045564970932900906,,,,,,,
,,1.2e-05,,7599,,,,,,,,,,,,
330,7599.0,,1.2000000424450263e-05,7599,,,0.17976967990398407,0.17976967990398407,,0.0007552505121566355,,,,,,
330,,,,7612,,,,,,,0.40691909193992615,0.4624261260032654,0.40691909193992615,0.4624261260032654,0.0034767952747642994,0.002492263913154602
330,,,,7612,0.32275915145874023,0.32275915145874023,,,0.0014827976701781154,,,,,,,
331,,,,7635,,,,,,,0.44530409574508667,0.34336236119270325,0.44530409574508667,0.34336236119270325,0.0034392322413623333,0.0013253241777420044
331,,,,7635,0.3084549307823181,0.3084549307823181,,,0.001690912526100874,,,,,,,
,,1.2e-05,,7649,,,,,,,,,,,,
332,7649.0,,1.2000000424450263e-05,7649,,,0.4434829354286194,0.4434829354286194,,0.0054828873835504055,,,,,,
332,,,,7658,,,,,,,0.24464929103851318,0.5219571590423584,0.24464929103851318,0.5219571590423584,0.0010871983831748366,0.0020122795831412077
332,,,,7658,0.366850882768631,0.366850882768631,,,0.012434201315045357,,,,,,,
333,,,,7681,,,,,,,0.2010352909564972,0.3763943016529083,0.2010352909564972,0.3763943016529083,0.0009005159372463822,0.0073981680907309055
333,,,,7681,0.31512510776519775,0.31512510776519775,,,0.0016011262778192759,,,,,,,
,,1.2e-05,,7699,,,,,,,,,,,,
334,7699.0,,1.2000000424450263e-05,7699,,,0.4402112066745758,0.4402112066745758,,0.0023441100493073463,,,,,,
334,,,,7704,,,,,,,0.09635384380817413,0.417501837015152,0.09635384380817413,0.417501837015152,0.0005116729298606515,0.004294003359973431
334,,,,7704,0.3834019601345062,0.3834019601345062,,,0.005812995135784149,,,,,,,
335,,,,7727,,,,,,,0.4504539370536804,0.24039407074451447,0.4504539370536804,0.24039407074451447,0.008146079257130623,0.005581578239798546
335,,,,7727,0.3706294596195221,0.3706294596195221,,,0.0024274594616144896,,,,,,,
,,1.2e-05,,7749,,,,,,,,,,,,
336,7749.0,,1.2000000424450263e-05,7749,,,0.19758594036102295,0.19758594036102295,,0.0008057000814005733,,,,,,
336,,,,7750,,,,,,,0.3457494378089905,0.34599679708480835,0.3457494378089905,0.34599679708480835,0.0014121526619419456,0.0016128371935337782
336,,,,7750,0.30175718665122986,0.30175718665122986,,,0.0034541445784270763,,,,,,,
337,,,,7773,,,,,,,0.32352936267852783,0.2235594242811203,0.32352936267852783,0.2235594242811203,0.004553589038550854,0.0009754587081260979
337,,,,7773,0.3796631395816803,0.3796631395816803,,,0.0020592070650309324,,,,,,,
338,,,,7796,,,,,,,0.29804348945617676,0.303631067276001,0.29804348945617676,0.303631067276001,0.0012721174862235785,0.0015481674345210195
338,,,,7796,0.36062976717948914,0.36062976717948914,,,0.0025544576346874237,,,,,,,
,,1.2e-05,,7799,,,,,,,,,,,,
339,7799.0,,1.2000000424450263e-05,7799,,,0.40944117307662964,0.40944117307662964,,0.002445249119773507,,,,,,
339,,,,7819,,,,,,,0.5308802127838135,0.3043453097343445,0.5308802127838135,0.3043453097343445,0.0034624687395989895,0.0016128113493323326
339,,,,7819,0.3642532229423523,0.3642532229423523,,,0.006075589451938868,,,,,,,
340,,,,7842,,,,,,,0.33947324752807617,0.3219985365867615,0.33947324752807617,0.3219985365867615,0.0013071636203676462,0.0012722578831017017
340,,,,7842,0.341492235660553,0.341492235660553,,,0.002775429282337427,,,,,,,
,,1.2e-05,,7849,,,,,,,,,,,,
341,7849.0,,1.2000000424450263e-05,7849,,,0.6495189070701599,0.6495189070701599,,0.016673345118761063,,,,,,
341,,,,7865,,,,,,,0.3802843987941742,0.2356351912021637,0.3802843987941742,0.2356351912021637,0.0014557531103491783,0.0009971722029149532
341,,,,7865,0.3051491677761078,0.3051491677761078,,,0.001997891813516617,,,,,,,
342,,,,7888,,,,,,,0.2613832950592041,0.4609645903110504,0.2613832950592041,0.4609645903110504,0.0015367392916232347,0.0023850612342357635
342,,,,7888,0.32815325260162354,0.32815325260162354,,,0.001883203978650272,,,,,,,
,,1.2e-05,,7899,,,,,,,,,,,,
343,7899.0,,1.2000000424450263e-05,7899,,,0.18345530331134796,0.18345530331134796,,0.0008017733925953507,,,,,,
343,,,,7911,,,,,,,0.39180848002433777,0.28049546480178833,0.39180848002433777,0.28049546480178833,0.01133047603070736,0.0013222438283264637
343,,,,7911,0.29267314076423645,0.29267314076423645,,,0.0014368933625519276,,,,,,,
344,,,,7934,,,,,,,0.4135722517967224,0.25576251745224,0.4135722517967224,0.25576251745224,0.00434960937127471,0.0010639283573254943
344,,,,7934,0.30644655227661133,0.30644655227661133,,,0.0019158384529873729,,,,,,,
,,1.2e-05,,7949,,,,,,,,,,,,
345,7949.0,,1.2000000424450263e-05,7949,,,0.413493812084198,0.413493812084198,,0.002142328303307295,,,,,,
345,,,,7957,,,,,,,0.28030139207839966,0.34179240465164185,0.28030139207839966,0.34179240465164185,0.0013495415914803743,0.005660003982484341
345,,,,7957,0.30858463048934937,0.30858463048934937,,,0.00164314906578511,,,,,,,
346,,,,7980,,,,,,,0.5574294328689575,0.4242861270904541,0.5574294328689575,0.4242861270904541,0.006078285165131092,0.00233724364079535
346,,,,7980,0.4119901955127716,0.4119901955127716,,,0.013000104576349258,,,,,,,
,,1.2e-05,,7999,,,,,,,,,,,,
347,7999.0,,1.2000000424450263e-05,7999,,,0.2022097110748291,0.2022097110748291,,0.0008392622112296522,,,,,,
347,,,,8003,,,,,,,0.23325331509113312,0.3139156103134155,0.23325331509113312,0.3139156103134155,0.0009660260984674096,0.0012465625768527389
347,,,,8003,0.3378354609012604,0.3378354609012604,,,0.0017010620795190334,,,,,,,
348,,,,8026,,,,,,,0.47777611017227173,0.30878975987434387,0.47777611017227173,0.30878975987434387,0.0026621564757078886,0.0013270560884848237
348,,,,8026,0.35972854495048523,0.35972854495048523,,,0.020497789606451988,,,,,,,
,,1.2e-05,,8049,,,,,,,,,,,,
349,8049.0,,1.2000000424450263e-05,8049,,,0.09623443335294724,0.09623443335294724,,0.0005327583057805896,,,,,,
349,,,,8049,,,,,,,0.2549441456794739,0.36022770404815674,0.2549441456794739,0.36022770404815674,0.0014623862225562334,0.0016191841568797827
349,,,,8049,0.3378869295120239,0.3378869295120239,,,0.0032504908740520477,,,,,,,
350,,,,8072,,,,,,,0.48698312044143677,0.3297353684902191,0.48698312044143677,0.3297353684902191,0.0036905165761709213,0.0013069998240098357
350,,,,8072,0.3563160002231598,0.3563160002231598,,,0.0021957596763968468,,,,,,,
351,,,,8095,,,,,,,0.40321698784828186,0.3803725242614746,0.40321698784828186,0.3803725242614746,0.0030339164659380913,0.001968704629689455
351,,,,8095,0.3173201084136963,0.3173201084136963,,,0.0016672122292220592,,,,,,,
,,1.2e-05,,8099,,,,,,,,,,,,
352,8099.0,,1.2000000424450263e-05,8099,,,0.35332274436950684,0.35332274436950684,,0.0015966520877555013,,,,,,
352,,,,8118,,,,,,,0.11989051103591919,0.24911701679229736,0.11989051103591919,0.24911701679229736,0.0005813881871290505,0.0010935808531939983
352,,,,8118,0.31050044298171997,0.31050044298171997,,,0.0017934709321707487,,,,,,,
353,,,,8141,,,,,,,0.3503260016441345,0.3751174211502075,0.3503260016441345,0.3751174211502075,0.0014442751416936517,0.0019507864490151405
353,,,,8141,0.392841637134552,0.392841637134552,,,0.005053132772445679,,,,,,,
,,1.2e-05,,8149,,,,,,,,,,,,
354,8149.0,,1.2000000424450263e-05,8149,,,0.631171703338623,0.631171703338623,,0.004540272522717714,,,,,,
354,,,,8164,,,,,,,0.3943837583065033,0.5899023413658142,0.3943837583065033,0.5899023413658142,0.0016716286772862077,0.04468864947557449
354,,,,8164,0.3473011553287506,0.3473011553287506,,,0.01232950296252966,,,,,,,
355,,,,8187,,,,,,,0.30201512575149536,0.43277040123939514,0.30201512575149536,0.43277040123939514,0.00165284494869411,0.0818994790315628
355,,,,8187,0.3315254747867584,0.3315254747867584,,,0.001756732352077961,,,,,,,
,,1.2e-05,,8199,,,,,,,,,,,,
356,8199.0,,1.2000000424450263e-05,8199,,,0.31027549505233765,0.31027549505233765,,0.001219835365191102,,,,,,
356,,,,8210,,,,,,,0.47423189878463745,0.13211554288864136,0.47423189878463745,0.13211554288864136,0.013741753995418549,0.0006565303774550557
356,,,,8210,0.32048508524894714,0.32048508524894714,,,0.0018457536352798343,,,,,,,
357,,,,8233,,,,,,,0.45322322845458984,0.36121422052383423,0.45322322845458984,0.36121422052383423,0.0022676095832139254,0.0018967408686876297
357,,,,8233,0.3420519232749939,0.3420519232749939,,,0.0029854204040020704,,,,,,,
,,1.2e-05,,8249,,,,,,,,,,,,
358,8249.0,,1.2000000424450263e-05,8249,,,0.40326157212257385,0.40326157212257385,,0.002394145354628563,,,,,,
358,,,,8256,,,,,,,0.32002371549606323,0.3445030450820923,0.32002371549606323,0.3445030450820923,0.0012998690363019705,0.0022684079594910145
358,,,,8256,0.3707980215549469,0.3707980215549469,,,0.0029903147369623184,,,,,,,
359,,,,8279,,,,,,,0.3338581919670105,0.24637767672538757,0.3338581919670105,0.24637767672538757,0.017180051654577255,0.0010321895824745297
359,,,,8279,0.3465185761451721,0.3465185761451721,,,0.00420620571821928,,,,,,,
,,1.2e-05,,8299,,,,,,,,,,,,
360,8299.0,,1.2000000424450263e-05,8299,,,0.25160178542137146,0.25160178542137146,,0.0010283291339874268,,,,,,
360,,,,8302,,,,,,,0.35320979356765747,0.10785150527954102,0.35320979356765747,0.10785150527954102,0.009163987822830677,0.0005124852759763598
360,,,,8302,0.3628822863101959,0.3628822863101959,,,0.011753478087484837,,,,,,,
361,,,,8325,,,,,,,0.20604011416435242,0.210534930229187,0.20604011416435242,0.210534930229187,0.0008671345422044396,0.0008761488134041429
361,,,,8325,0.3719536364078522,0.3719536364078522,,,0.003412391059100628,,,,,,,
362,,,,8348,,,,,,,0.5792216658592224,0.39512258768081665,0.5792216658592224,0.39512258768081665,0.008509917184710503,0.002159890253096819
362,,,,8348,0.3087376654148102,0.3087376654148102,,,0.0026167805772274733,,,,,,,
,,1.2e-05,,8349,,,,,,,,,,,,
