epoch,global_step,lr-AdamW,lr_abs,step,train/loss_epoch,train/loss_simple_epoch,train/loss_simple_step,train/loss_step,train/loss_vlb_epoch,train/loss_vlb_step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
90,,,,2092,0.3888288140296936,0.3888288140296936,,,0.0034521345514804125,,,,,,,
,,1.2e-05,,2099,,,,,,,,,,,,
91,2099.0,,1.2000000424450263e-05,2099,,,0.36723023653030396,0.36723023653030396,,0.001641258131712675,,,,,,
91,,,,2115,,,,,,,0.13581745326519012,0.39250507950782776,0.13581745326519012,0.39250507950782776,0.0006630359566770494,0.003992124460637569
91,,,,2115,0.2874872088432312,0.2874872088432312,,,0.0021413678769022226,,,,,,,
92,,,,2138,,,,,,,0.2874630093574524,0.3760683834552765,0.2874630093574524,0.3760683834552765,0.001270290114916861,0.0030608917586505413
92,,,,2138,0.33288633823394775,0.33288633823394775,,,0.0019158388022333384,,,,,,,
,,1.2e-05,,2149,,,,,,,,,,,,
93,2149.0,,1.2000000424450263e-05,2149,,,0.2525348365306854,0.2525348365306854,,0.0010365196503698826,,,,,,
93,,,,2161,,,,,,,0.3426148295402527,0.27599233388900757,0.3426148295402527,0.27599233388900757,0.0015213319566100836,0.0012077604187652469
93,,,,2161,0.3733642101287842,0.3733642101287842,,,0.002363829407840967,,,,,,,
94,,,,2184,,,,,,,0.2333264797925949,0.29536527395248413,0.2333264797925949,0.29536527395248413,0.0010028078686445951,0.0033745511900633574
94,,,,2184,0.31735432147979736,0.31735432147979736,,,0.001680885092355311,,,,,,,
,,1.2e-05,,2199,,,,,,,,,,,,
95,2199.0,,1.2000000424450263e-05,2199,,,0.2500171959400177,0.2500171959400177,,0.0010368567891418934,,,,,,
95,,,,2207,,,,,,,0.10760828107595444,0.3748333156108856,0.10760828107595444,0.3748333156108856,0.000566653034184128,0.0014830167638137937
95,,,,2207,0.294893741607666,0.294893741607666,,,0.011897043325006962,,,,,,,
96,,,,2230,,,,,,,0.21945539116859436,0.4944187104701996,0.21945539116859436,0.4944187104701996,0.0009321514517068863,0.004058769438415766
96,,,,2230,0.35897427797317505,0.35897427797317505,,,0.002102818340063095,,,,,,,
,,1.2e-05,,2249,,,,,,,,,,,,
97,2249.0,,1.2000000424450263e-05,2249,,,0.2416664958000183,0.2416664958000183,,0.0010097367921844125,,,,,,
97,,,,2253,,,,,,,0.34356144070625305,0.21746115386486053,0.34356144070625305,0.21746115386486053,0.0013472505379468203,0.0008965268498286605
97,,,,2253,0.2978936433792114,0.2978936433792114,,,0.0026624847669154406,,,,,,,
98,,,,2276,,,,,,,0.17926660180091858,0.2971782088279724,0.17926660180091858,0.2971782088279724,0.0007764800102449954,0.0012547388905659318
98,,,,2276,0.3550282120704651,0.3550282120704651,,,0.011501353234052658,,,,,,,
,,1.2e-05,,2299,,,,,,,,,,,,
99,2299.0,,1.2000000424450263e-05,2299,,,0.469948410987854,0.469948410987854,,0.001731020980514586,,,,,,
99,,,,2299,,,,,,,0.6015626788139343,0.270946204662323,0.6015626788139343,0.270946204662323,0.02082911506295204,0.0011341400677338243
99,,,,2299,0.3756491243839264,0.3756491243839264,,,0.004963255953043699,,,,,,,
100,,,,2322,,,,,,,0.27800434827804565,0.46408596634864807,0.27800434827804565,0.46408596634864807,0.0012906685005873442,0.001953291241079569
100,,,,2322,0.3708331286907196,0.3708331286907196,,,0.002354829804971814,,,,,,,
101,,,,2345,,,,,,,0.3057340085506439,0.43847575783729553,0.3057340085506439,0.43847575783729553,0.0011894188355654478,0.00182295311242342
101,,,,2345,0.35389602184295654,0.35389602184295654,,,0.003886966500431299,,,,,,,
,,1.2e-05,,2349,,,,,,,,,,,,
102,2349.0,,1.2000000424450263e-05,2349,,,0.36356276273727417,0.36356276273727417,,0.001733487006276846,,,,,,
102,,,,2368,,,,,,,0.27058327198028564,0.1956036537885666,0.27058327198028564,0.1956036537885666,0.00131946278270334,0.0009195969323627651
102,,,,2368,0.3505006432533264,0.3505006432533264,,,0.0017871377058327198,,,,,,,
103,,,,2391,,,,,,,0.31943243741989136,0.1954185664653778,0.31943243741989136,0.1954185664653778,0.0013277947437018156,0.0008456806535832584
103,,,,2391,0.3181869685649872,0.3181869685649872,,,0.0027980331797152758,,,,,,,
,,1.2e-05,,2399,,,,,,,,,,,,
104,2399.0,,1.2000000424450263e-05,2399,,,0.3437657058238983,0.3437657058238983,,0.0015299784718081355,,,,,,
104,,,,2414,,,,,,,0.32658326625823975,0.22071245312690735,0.32658326625823975,0.22071245312690735,0.0013638881500810385,0.0009466346236877143
104,,,,2414,0.32750189304351807,0.32750189304351807,,,0.0014418219216167927,,,,,,,
105,,,,2437,,,,,,,0.3704116940498352,0.2615198791027069,0.3704116940498352,0.2615198791027069,0.0014670910313725471,0.0013615887146443129
105,,,,2437,0.3198862373828888,0.3198862373828888,,,0.0025331960059702396,,,,,,,
,,1.2e-05,,2449,,,,,,,,,,,,
106,2449.0,,1.2000000424450263e-05,2449,,,0.4958740472793579,0.4958740472793579,,0.021010685712099075,,,,,,
106,,,,2460,,,,,,,0.4508788585662842,0.19872474670410156,0.4508788585662842,0.19872474670410156,0.0021074090618640184,0.0008374488679692149
106,,,,2460,0.3152349293231964,0.3152349293231964,,,0.005682955961674452,,,,,,,
107,,,,2483,,,,,,,0.20094850659370422,0.24557845294475555,0.20094850659370422,0.24557845294475555,0.001304779900237918,0.0013010844122618437
107,,,,2483,0.34708458185195923,0.34708458185195923,,,0.0015807494055479765,,,,,,,
,,1.2e-05,,2499,,,,,,,,,,,,
108,2499.0,,1.2000000424450263e-05,2499,,,0.11244000494480133,0.11244000494480133,,0.0005698645836673677,,,,,,
108,,,,2506,,,,,,,0.28019943833351135,0.2599376142024994,0.28019943833351135,0.2599376142024994,0.001360097317956388,0.0011099567636847496
108,,,,2506,0.3832608163356781,0.3832608163356781,,,0.002150641055777669,,,,,,,
109,,,,2529,,,,,,,0.5599180459976196,0.2990976870059967,0.5599180459976196,0.2990976870059967,0.003709062235429883,0.0047845845110714436
109,,,,2529,0.3795604705810547,0.3795604705810547,,,0.0022906078957021236,,,,,,,
,,1.2e-05,,2549,,,,,,,,,,,,
110,2549.0,,1.2000000424450263e-05,2549,,,0.28364038467407227,0.28364038467407227,,0.0011409118305891752,,,,,,
110,,,,2552,,,,,,,0.5337910652160645,0.48175373673439026,0.5337910652160645,0.48175373673439026,0.0028509292751550674,0.002934460761025548
110,,,,2552,0.32519230246543884,0.32519230246543884,,,0.0017029023729264736,,,,,,,
111,,,,2575,,,,,,,0.24659688770771027,0.299262136220932,0.24659688770771027,0.299262136220932,0.0011333695147186518,0.08188002556562424
111,,,,2575,0.3516317903995514,0.3516317903995514,,,0.004063064232468605,,,,,,,
112,,,,2598,,,,,,,0.34956789016723633,0.46898001432418823,0.34956789016723633,0.46898001432418823,0.0014055129140615463,0.0035946331918239594
112,,,,2598,0.3046111464500427,0.3046111464500427,,,0.0019725444726645947,,,,,,,
,,1.2e-05,,2599,,,,,,,,,,,,
113,2599.0,,1.2000000424450263e-05,2599,,,0.516991138458252,0.516991138458252,,0.01944740302860737,,,,,,
113,,,,2621,,,,,,,0.3659296929836273,0.40652942657470703,0.3659296929836273,0.40652942657470703,0.0019962619990110397,0.0022426012437790632
113,,,,2621,0.35757094621658325,0.35757094621658325,,,0.004500166978687048,,,,,,,
114,,,,2644,,,,,,,0.3846307098865509,0.324521005153656,0.3846307098865509,0.324521005153656,0.0023032627068459988,0.0013110352447256446
114,,,,2644,0.39952731132507324,0.39952731132507324,,,0.004154898691922426,,,,,,,
,,1.2e-05,,2649,,,,,,,,,,,,
115,2649.0,,1.2000000424450263e-05,2649,,,0.2645358145236969,0.2645358145236969,,0.0010576217900961637,,,,,,
115,,,,2667,,,,,,,0.3256455659866333,0.3481957018375397,0.3256455659866333,0.3481957018375397,0.0016798910219222307,0.00137850281316787
115,,,,2667,0.3523063063621521,0.3523063063621521,,,0.00545309716835618,,,,,,,
116,,,,2690,,,,,,,0.4181707501411438,0.2896605134010315,0.4181707501411438,0.2896605134010315,0.0020453105680644512,0.0014439037768170238
116,,,,2690,0.3388204872608185,0.3388204872608185,,,0.0031615246552973986,,,,,,,
,,1.2e-05,,2699,,,,,,,,,,,,
117,2699.0,,1.2000000424450263e-05,2699,,,0.06539101898670197,0.06539101898670197,,0.00040744111174717546,,,,,,
117,,,,2713,,,,,,,0.5605047345161438,0.19759628176689148,0.5605047345161438,0.19759628176689148,0.009118795394897461,0.0009493680554442108
117,,,,2713,0.30948853492736816,0.30948853492736816,,,0.001366564305499196,,,,,,,
118,,,,2736,,,,,,,0.29964807629585266,0.2510647773742676,0.29964807629585266,0.2510647773742676,0.0012760572135448456,0.0010262110736221075
118,,,,2736,0.3170439600944519,0.3170439600944519,,,0.005979331210255623,,,,,,,
,,1.2e-05,,2749,,,,,,,,,,,,
119,2749.0,,1.2000000424450263e-05,2749,,,0.2375362366437912,0.2375362366437912,,0.0009830155177041888,,,,,,
119,,,,2759,,,,,,,0.2476004809141159,0.1785930097103119,0.2476004809141159,0.1785930097103119,0.0014492113841697574,0.0007938219350762665
119,,,,2759,0.35415253043174744,0.35415253043174744,,,0.0041448455303907394,,,,,,,
120,,,,2782,,,,,,,0.397954523563385,0.22222498059272766,0.397954523563385,0.22222498059272766,0.0026400990318506956,0.0009209431591443717
120,,,,2782,0.3806779086589813,0.3806779086589813,,,0.004010917153209448,,,,,,,
,,1.2e-05,,2799,,,,,,,,,,,,
121,2799.0,,1.2000000424450263e-05,2799,,,0.5556442737579346,0.5556442737579346,,0.011060821823775768,,,,,,
121,,,,2805,,,,,,,0.2476969063282013,0.34807315468788147,0.2476969063282013,0.34807315468788147,0.0010140880476683378,0.0018265184480696917
121,,,,2805,0.3816073536872864,0.3816073536872864,,,0.009419678710401058,,,,,,,
122,,,,2828,,,,,,,0.48338741064071655,0.37364792823791504,0.48338741064071655,0.37364792823791504,0.0022571617737412453,0.0017657900461927056
122,,,,2828,0.3020937144756317,0.3020937144756317,,,0.002729502273723483,,,,,,,
,,1.2e-05,,2849,,,,,,,,,,,,
123,2849.0,,1.2000000424450263e-05,2849,,,0.37813177704811096,0.37813177704811096,,0.0022379527799785137,,,,,,
123,,,,2851,,,,,,,0.28452128171920776,0.32640528678894043,0.28452128171920776,0.32640528678894043,0.001225281273946166,0.0014660741435363889
123,,,,2851,0.38551774621009827,0.38551774621009827,,,0.002252242062240839,,,,,,,
124,,,,2874,,,,,,,0.33394014835357666,0.3460274338722229,0.33394014835357666,0.3460274338722229,0.0015303789405152202,0.0014545776648446918
124,,,,2874,0.28207460045814514,0.28207460045814514,,,0.0014162836596369743,,,,,,,
125,,,,2897,,,,,,,0.3126005530357361,0.4706405997276306,0.3126005530357361,0.4706405997276306,0.008839868009090424,0.004564117640256882
125,,,,2897,0.3422737717628479,0.3422737717628479,,,0.0023590740747749805,,,,,,,
,,1.2e-05,,2899,,,,,,,,,,,,
126,2899.0,,1.2000000424450263e-05,2899,,,0.22835440933704376,0.22835440933704376,,0.0009664671961218119,,,,,,
126,,,,2920,,,,,,,0.4675612449645996,0.3575502634048462,0.4675612449645996,0.3575502634048462,0.005143567454069853,0.0014456622302532196
126,,,,2920,0.3465120196342468,0.3465120196342468,,,0.002688865177333355,,,,,,,
127,,,,2943,,,,,,,0.3132709860801697,0.33861276507377625,0.3132709860801697,0.33861276507377625,0.002025329740718007,0.0014621871523559093
127,,,,2943,0.41546913981437683,0.41546913981437683,,,0.0031093957368284464,,,,,,,
,,1.2e-05,,2949,,,,,,,,,,,,
128,2949.0,,1.2000000424450263e-05,2949,,,0.39030009508132935,0.39030009508132935,,0.0015142681077122688,,,,,,
128,,,,2966,,,,,,,0.45283442735671997,0.3301074504852295,0.45283442735671997,0.3301074504852295,0.0020021393429487944,0.001282956451177597
128,,,,2966,0.37380266189575195,0.37380266189575195,,,0.002271374687552452,,,,,,,
129,,,,2989,,,,,,,0.5555310249328613,0.22341760993003845,0.5555310249328613,0.22341760993003845,0.01809403859078884,0.0011568048503249884
129,,,,2989,0.3226223587989807,0.3226223587989807,,,0.0018481066217646003,,,,,,,
,,1.2e-05,,2999,,,,,,,,,,,,
130,2999.0,,1.2000000424450263e-05,2999,,,0.2227403223514557,0.2227403223514557,,0.0009132232517004013,,,,,,
130,,,,3012,,,,,,,0.3270817995071411,0.38624146580696106,0.3270817995071411,0.38624146580696106,0.0013931806897744536,0.0022696468513458967
130,,,,3012,0.29376158118247986,0.29376158118247986,,,0.0018414973746985197,,,,,,,
131,,,,3035,,,,,,,0.27081063389778137,0.29480093717575073,0.27081063389778137,0.29480093717575073,0.0010785500053316355,0.002457519993185997
131,,,,3035,0.2846164107322693,0.2846164107322693,,,0.0021983180195093155,,,,,,,
,,1.2e-05,,3049,,,,,,,,,,,,
132,3049.0,,1.2000000424450263e-05,3049,,,0.31297779083251953,0.31297779083251953,,0.0012823716970160604,,,,,,
132,,,,3058,,,,,,,0.4542916715145111,0.42751866579055786,0.4542916715145111,0.42751866579055786,0.0020367095712572336,0.0022281710989773273
132,,,,3058,0.36099475622177124,0.36099475622177124,,,0.01110292598605156,,,,,,,
133,,,,3081,,,,,,,0.41109800338745117,0.43370479345321655,0.41109800338745117,0.43370479345321655,0.001617196947336197,0.0019101162906736135
133,,,,3081,0.3509708642959595,0.3509708642959595,,,0.005241758190095425,,,,,,,
,,1.2e-05,,3099,,,,,,,,,,,,
134,3099.0,,1.2000000424450263e-05,3099,,,0.3664858937263489,0.3664858937263489,,0.0015666118124499917,,,,,,
134,,,,3104,,,,,,,0.5313358902931213,0.1951129138469696,0.5313358902931213,0.1951129138469696,0.0029663466848433018,0.0008148822817020118
134,,,,3104,0.36116307973861694,0.36116307973861694,,,0.011374730616807938,,,,,,,
135,,,,3127,,,,,,,0.34873807430267334,0.3132786750793457,0.34873807430267334,0.3132786750793457,0.0018853995716199279,0.0012926741037517786
135,,,,3127,0.36314070224761963,0.36314070224761963,,,0.004331572446972132,,,,,,,
,,1.2e-05,,3149,,,,,,,,,,,,
136,3149.0,,1.2000000424450263e-05,3149,,,0.07376677542924881,0.07376677542924881,,0.00045415054773911834,,,,,,
136,,,,3150,,,,,,,0.321442186832428,0.24351470172405243,0.321442186832428,0.24351470172405243,0.001372286700643599,0.0010090480791404843
136,,,,3150,0.24210476875305176,0.24210476875305176,,,0.0015095663256943226,,,,,,,
137,,,,3173,,,,,,,0.17355883121490479,0.26155799627304077,0.17355883121490479,0.26155799627304077,0.0007817730074748397,0.003622946096584201
137,,,,3173,0.3359019160270691,0.3359019160270691,,,0.0014939995016902685,,,,,,,
138,,,,3196,,,,,,,0.30592817068099976,0.12239889800548553,0.30592817068099976,0.12239889800548553,0.0014935272047296166,0.0006137463496997952
138,,,,3196,0.2570149600505829,0.2570149600505829,,,0.002538996050134301,,,,,,,
,,1.2e-05,,3199,,,,,,,,,,,,
139,3199.0,,1.2000000424450263e-05,3199,,,0.45510515570640564,0.45510515570640564,,0.0017120554111897945,,,,,,
139,,,,3219,,,,,,,0.3272785544395447,0.24206343293190002,0.3272785544395447,0.24206343293190002,0.002294345758855343,0.0009897586423903704
139,,,,3219,0.3471928834915161,0.3471928834915161,,,0.0023305341601371765,,,,,,,
140,,,,3242,,,,,,,0.39333999156951904,0.2881503701210022,0.39333999156951904,0.2881503701210022,0.0015642282087355852,0.0011627009371295571
140,,,,3242,0.364787220954895,0.364787220954895,,,0.0029830860439687967,,,,,,,
,,1.2e-05,,3249,,,,,,,,,,,,
141,3249.0,,1.2000000424450263e-05,3249,,,0.6069328784942627,0.6069328784942627,,0.004013408906757832,,,,,,
141,,,,3265,,,,,,,0.4351583421230316,0.13022616505622864,0.4351583421230316,0.13022616505622864,0.0809326022863388,0.0006071599782444537
141,,,,3265,0.34836772084236145,0.34836772084236145,,,0.002081473357975483,,,,,,,
142,,,,3288,,,,,,,0.2219112366437912,0.3174784779548645,0.2219112366437912,0.3174784779548645,0.001141607528552413,0.08189576864242554
142,,,,3288,0.37789562344551086,0.37789562344551086,,,0.0034117053728550673,,,,,,,
,,1.2e-05,,3299,,,,,,,,,,,,
143,3299.0,,1.2000000424450263e-05,3299,,,0.6541432738304138,0.6541432738304138,,0.0032472782768309116,,,,,,
143,,,,3311,,,,,,,0.37372657656669617,0.5729121565818787,0.37372657656669617,0.5729121565818787,0.0021271284203976393,0.003531245980411768
143,,,,3311,0.3391110599040985,0.3391110599040985,,,0.0018366625299677253,,,,,,,
144,,,,3334,,,,,,,0.48771554231643677,0.4963364601135254,0.48771554231643677,0.4963364601135254,0.007704676128923893,0.04153596609830856
144,,,,3334,0.36070021986961365,0.36070021986961365,,,0.0026283147744834423,,,,,,,
,,1.2e-05,,3349,,,,,,,,,,,,
145,3349.0,,1.2000000424450263e-05,3349,,,0.7057566046714783,0.7057566046714783,,0.004948075860738754,,,,,,
145,,,,3357,,,,,,,0.13340409100055695,0.5011902451515198,0.13340409100055695,0.5011902451515198,0.0006333407363854349,0.0026551862247288227
145,,,,3357,0.3074733018875122,0.3074733018875122,,,0.0017229242948815227,,,,,,,
146,,,,3380,,,,,,,0.34561997652053833,0.39696770906448364,0.34561997652053833,0.39696770906448364,0.007119734771549702,0.0016304521122947335
146,,,,3380,0.34203040599823,0.34203040599823,,,0.0024043582379817963,,,,,,,
,,1.2e-05,,3399,,,,,,,,,,,,
147,3399.0,,1.2000000424450263e-05,3399,,,0.3039841055870056,0.3039841055870056,,0.001195307238958776,,,,,,
147,,,,3403,,,,,,,0.47045621275901794,0.3594990372657776,0.47045621275901794,0.3594990372657776,0.002114583272486925,0.001700551831163466
147,,,,3403,0.2899494767189026,0.2899494767189026,,,0.001480180537328124,,,,,,,
148,,,,3426,,,,,,,0.353949636220932,0.4490985870361328,0.353949636220932,0.4490985870361328,0.002689075656235218,0.0017623031744733453
148,,,,3426,0.36451902985572815,0.36451902985572815,,,0.0034019972663372755,,,,,,,
,,1.2e-05,,3449,,,,,,,,,,,,
149,3449.0,,1.2000000424450263e-05,3449,,,0.1683310568332672,0.1683310568332672,,0.000795213331002742,,,,,,
149,,,,3449,,,,,,,0.3760239779949188,0.22401753067970276,0.3760239779949188,0.22401753067970276,0.001546151703223586,0.0009700296213850379
149,,,,3449,0.3547202944755554,0.3547202944755554,,,0.012062545865774155,,,,,,,
150,,,,3472,,,,,,,0.38520312309265137,0.4576001763343811,0.38520312309265137,0.4576001763343811,0.0033549885265529156,0.0020165988244116306
150,,,,3472,0.3190746307373047,0.3190746307373047,,,0.0029836425092071295,,,,,,,
151,,,,3495,,,,,,,0.5523892045021057,0.2690785825252533,0.5523892045021057,0.2690785825252533,0.003272289875894785,0.0021784405689686537
151,,,,3495,0.3467763364315033,0.3467763364315033,,,0.003838298609480262,,,,,,,
,,1.2e-05,,3499,,,,,,,,,,,,
152,3499.0,,1.2000000424450263e-05,3499,,,0.26788997650146484,0.26788997650146484,,0.001070894650183618,,,,,,
152,,,,3518,,,,,,,0.4687182903289795,0.20263221859931946,0.4687182903289795,0.20263221859931946,0.018107622861862183,0.0008612187812104821
152,,,,3518,0.33582448959350586,0.33582448959350586,,,0.004755031317472458,,,,,,,
153,,,,3541,,,,,,,0.13275501132011414,0.3539816439151764,0.13275501132011414,0.3539816439151764,0.0006256105261854827,0.02750057354569435
153,,,,3541,0.3029671311378479,0.3029671311378479,,,0.0023672576062381268,,,,,,,
,,1.2e-05,,3549,,,,,,,,,,,,
154,3549.0,,1.2000000424450263e-05,3549,,,0.1811123490333557,0.1811123490333557,,0.0008116457611322403,,,,,,
154,,,,3564,,,,,,,0.4192703366279602,0.5392693877220154,0.4192703366279602,0.5392693877220154,0.0016920898342505097,0.005124819464981556
154,,,,3564,0.3447984457015991,0.3447984457015991,,,0.004109993111342192,,,,,,,
155,,,,3587,,,,,,,0.45480722188949585,0.5329172611236572,0.45480722188949585,0.5329172611236572,0.0022056601010262966,0.003145174589008093
155,,,,3587,0.2874220907688141,0.2874220907688141,,,0.0017812346341088414,,,,,,,
,,1.2e-05,,3599,,,,,,,,,,,,
156,3599.0,,1.2000000424450263e-05,3599,,,0.10778266191482544,0.10778266191482544,,0.000550608616322279,,,,,,
156,,,,3610,,,,,,,0.4684825837612152,0.46829041838645935,0.4684825837612152,0.46829041838645935,0.004701622761785984,0.002235991880297661
156,,,,3610,0.35704535245895386,0.35704535245895386,,,0.002231922699138522,,,,,,,
157,,,,3633,,,,,,,0.32926809787750244,0.2292408049106598,0.32926809787750244,0.2292408049106598,0.02110917493700981,0.0009452439844608307
157,,,,3633,0.324083536863327,0.324083536863327,,,0.002277676248922944,,,,,,,
,,1.2e-05,,3649,,,,,,,,,,,,
158,3649.0,,1.2000000424450263e-05,3649,,,0.33059895038604736,0.33059895038604736,,0.0013341167941689491,,,,,,
158,,,,3656,,,,,,,0.29447993636131287,0.3371036946773529,0.29447993636131287,0.3371036946773529,0.0015263695968315005,0.0015077171847224236
158,,,,3656,0.3645695149898529,0.3645695149898529,,,0.0039308820851147175,,,,,,,
159,,,,3679,,,,,,,0.35832926630973816,0.2702203392982483,0.35832926630973816,0.2702203392982483,0.0016483028884977102,0.0011683290358632803
159,,,,3679,0.36132189631462097,0.36132189631462097,,,0.0072486246936023235,,,,,,,
,,1.2e-05,,3699,,,,,,,,,,,,
160,3699.0,,1.2000000424450263e-05,3699,,,0.09980940818786621,0.09980940818786621,,0.0005316582974046469,,,,,,
160,,,,3702,,,,,,,0.2744925618171692,0.33084481954574585,0.2744925618171692,0.33084481954574585,0.001285085454583168,0.0014278882881626487
160,,,,3702,0.28756433725357056,0.28756433725357056,,,0.0023786495439708233,,,,,,,
161,,,,3725,,,,,,,0.2752605080604553,0.22785651683807373,0.2752605080604553,0.22785651683807373,0.0012047083582729101,0.0009569057147018611
161,,,,3725,0.34470611810684204,0.34470611810684204,,,0.0023821163922548294,,,,,,,
162,,,,3748,,,,,,,0.21626535058021545,0.3378593325614929,0.21626535058021545,0.3378593325614929,0.001096497057005763,0.0015898824203759432
162,,,,3748,0.27076461911201477,0.27076461911201477,,,0.005600388161838055,,,,,,,
,,1.2e-05,,3749,,,,,,,,,,,,
163,3749.0,,1.2000000424450263e-05,3749,,,0.6725437641143799,0.6725437641143799,,0.0037749316543340683,,,,,,
163,,,,3771,,,,,,,0.5621218085289001,0.4748605191707611,0.5621218085289001,0.4748605191707611,0.007085698656737804,0.00252533215098083
163,,,,3771,0.3934832811355591,0.3934832811355591,,,0.007678822614252567,,,,,,,
164,,,,3794,,,,,,,0.461076557636261,0.20358315110206604,0.461076557636261,0.20358315110206604,0.0023833184968680143,0.0008710271795280278
164,,,,3794,0.2921176552772522,0.2921176552772522,,,0.002125476486980915,,,,,,,
,,1.2e-05,,3799,,,,,,,,,,,,
165,3799.0,,1.2000000424450263e-05,3799,,,0.31651026010513306,0.31651026010513306,,0.0012976904399693012,,,,,,
165,,,,3817,,,,,,,0.3831922709941864,0.5353460907936096,0.3831922709941864,0.5353460907936096,0.0019503312651067972,0.0033390619792044163
165,,,,3817,0.2798609435558319,0.2798609435558319,,,0.0018828719621524215,,,,,,,
166,,,,3840,,,,,,,0.15127448737621307,0.3738778829574585,0.15127448737621307,0.3738778829574585,0.0006928538787178695,0.0015351891051977873
166,,,,3840,0.3799148499965668,0.3799148499965668,,,0.0020635135006159544,,,,,,,
,,1.2e-05,,3849,,,,,,,,,,,,
167,3849.0,,1.2000000424450263e-05,3849,,,0.3245285451412201,0.3245285451412201,,0.0013551540905609727,,,,,,
167,,,,3863,,,,,,,0.3587816655635834,0.29619258642196655,0.3587816655635834,0.29619258642196655,0.007716629654169083,0.0012864996679127216
167,,,,3863,0.3192225396633148,0.3192225396633148,,,0.0018512270180508494,,,,,,,
168,,,,3886,,,,,,,0.18689386546611786,0.3273767828941345,0.18689386546611786,0.3273767828941345,0.0008652053656987846,0.0013891479466110468
168,,,,3886,0.30037349462509155,0.30037349462509155,,,0.0021036274265497923,,,,,,,
,,1.2e-05,,3899,,,,,,,,,,,,
169,3899.0,,1.2000000424450263e-05,3899,,,0.26854515075683594,0.26854515075683594,,0.001083105686120689,,,,,,
169,,,,3909,,,,,,,0.26843535900115967,0.3129329979419708,0.26843535900115967,0.3129329979419708,0.001056905835866928,0.0016392642864957452
169,,,,3909,0.2850920259952545,0.2850920259952545,,,0.0020952580962330103,,,,,,,
170,,,,3932,,,,,,,0.20186281204223633,0.366054892539978,0.20186281204223633,0.366054892539978,0.0008414419135078788,0.006719501223415136
170,,,,3932,0.3155430257320404,0.3155430257320404,,,0.0015462824376299977,,,,,,,
,,1.2e-05,,3949,,,,,,,,,,,,
171,3949.0,,1.2000000424450263e-05,3949,,,0.17048431932926178,0.17048431932926178,,0.000790290767326951,,,,,,
171,,,,3955,,,,,,,0.3338533937931061,0.3336925804615021,0.3338533937931061,0.3336925804615021,0.0015203494112938643,0.0013282735599204898
171,,,,3955,0.3107479214668274,0.3107479214668274,,,0.0016854534624144435,,,,,,,
172,,,,3978,,,,,,,0.23532924056053162,0.1576046645641327,0.23532924056053162,0.1576046645641327,0.0009832174982875586,0.0007226799498312175
172,,,,3978,0.31245291233062744,0.31245291233062744,,,0.001551723456941545,,,,,,,
,,1.2e-05,,3999,,,,,,,,,,,,
173,3999.0,,1.2000000424450263e-05,3999,,,0.5404900312423706,0.5404900312423706,,0.0031120735220611095,,,,,,
173,,,,4001,,,,,,,0.2935716211795807,0.43054476380348206,0.2935716211795807,0.43054476380348206,0.0013369352091103792,0.017534498125314713
173,,,,4001,0.35684362053871155,0.35684362053871155,,,0.0036062204744666815,,,,,,,
174,,,,4024,,,,,,,0.2928570806980133,0.2744637131690979,0.2928570806980133,0.2744637131690979,0.0016029545804485679,0.0012071180390194058
174,,,,4024,0.37418946623802185,0.37418946623802185,,,0.004521442577242851,,,,,,,
175,,,,4047,,,,,,,0.2480994164943695,0.30202716588974,0.2480994164943695,0.30202716588974,0.0019729570485651493,0.0016293671214953065
175,,,,4047,0.3902989327907562,0.3902989327907562,,,0.003307908773422241,,,,,,,
,,1.2e-05,,4049,,,,,,,,,,,,
176,4049.0,,1.2000000424450263e-05,4049,,,0.31082016229629517,0.31082016229629517,,0.001262158271856606,,,,,,
176,,,,4070,,,,,,,0.41763147711753845,0.5728503465652466,0.41763147711753845,0.5728503465652466,0.012878033332526684,0.005050257313996553
176,,,,4070,0.3392144441604614,0.3392144441604614,,,0.0027930315118283033,,,,,,,
177,,,,4093,,,,,,,0.40359044075012207,0.23903533816337585,0.40359044075012207,0.23903533816337585,0.0024358341470360756,0.0014952365309000015
177,,,,4093,0.3143857419490814,0.3143857419490814,,,0.002073998562991619,,,,,,,
,,1.2e-05,,4099,,,,,,,,,,,,
178,4099.0,,1.2000000424450263e-05,4099,,,0.39359110593795776,0.39359110593795776,,0.0033895960077643394,,,,,,
178,,,,4116,,,,,,,0.25051647424697876,0.4230979084968567,0.25051647424697876,0.4230979084968567,0.0010791928507387638,0.0024534198455512524
178,,,,4116,0.30445942282676697,0.30445942282676697,,,0.0017360218334943056,,,,,,,
179,,,,4139,,,,,,,0.33029285073280334,0.1119597777724266,0.33029285073280334,0.1119597777724266,0.0015969217056408525,0.0005656557041220367
179,,,,4139,0.34059497714042664,0.34059497714042664,,,0.0024003589060157537,,,,,,,
,,1.2e-05,,4149,,,,,,,,,,,,
180,4149.0,,1.2000000424450263e-05,4149,,,0.3805394768714905,0.3805394768714905,,0.0014945529401302338,,,,,,
180,,,,4162,,,,,,,0.46601471304893494,0.5233290791511536,0.46601471304893494,0.5233290791511536,0.001794681535102427,0.004274250473827124
180,,,,4162,0.3664424419403076,0.3664424419403076,,,0.004328741226345301,,,,,,,
